Codigo,Estacao,UF,jan1,jan2,jan3,fev1,fev2,fev3,mar1,mar2,mar3,abr1,abr2,abr3,mai1,mai2,mai3,jun1,jun2,jun3,jul1,jul2,jul3,ago1,ago2,ago3,set1,set2,set3,out1,out2,out3,nov1,nov2,nov3,dez1,dez2,dez3
83522,IPAMERI,GO,106.6,87.3,78.3,85.6,62.8,62.0,75.3,76.5,67.6,45.7,28.3,18.0,9.6,10.5,8.7,6.3,0.7,1.2,0.1,1.1,2.3,0.4,1.1,5.2,12.8,8.4,24.8,37.0,27.6,43.5,68.1,70.1,79.4,80.3,90.0,93.0
83881,IRAI,RS,54.7,54.2,62.4,66.7,65.9,53.4,44.4,46.2,45.2,40.4,64.1,56.2,28.9,53.3,64.7,46.2,63.1,66.7,62.5,45.1,39.5,53.8,41.4,31.7,42.9,62.5,66.6,74.0,94.9,80.8,55.1,44.6,41.7,57.6,48.9,74.1
83836,IRATI,PR,74.4,61.7,59.5,44.3,70.0,46.3,36.7,46.1,45.4,30.4,31.3,44.5,23.4,35.6,59.5,45.7,45.5,46.4,37.4,38.3,33.3,30.4,32.4,23.4,40.0,49.4,66.1,66.1,63.7,56.4,40.9,46.5,42.2,50.5,43.2,56.1
83182,IRECE,BA,32.6,27.2,31.1,30.3,29.9,18.0,29.0,31.5,33.2,17.3,14.7,12.1,7.4,1.5,2.1,1.0,0.4,0.5,0.9,0.4,0.2,0.3,0.3,0.3,1.2,0.2,2.2,2.6,8.1,21.2,29.6,33.8,38.2,30.5,43.6,30.1
83195,ITABAIANINHA,SE,15.4,19.2,29.0,16.3,25.5,20.9,18.5,27.4,33.1,26.7,39.9,42.7,56.7,51.8,62.4,55.1,60.8,50.7,43.5,54.7,40.2,34.0,35.8,29.7,32.3,24.1,18.2,13.6,23.6,14.9,14.5,15.6,15.5,8.5,15.0,6.3
83244,ITABERABA,BA,29.1,35.7,29.9,20.4,23.7,15.8,35.1,17.7,18.0,16.2,17.6,13.3,10.1,9.9,8.5,13.5,9.8,12.4,12.8,11.8,10.9,6.6,5.5,8.7,6.2,6.4,5.5,3.7,7.0,19.8,19.3,23.6,27.0,30.5,29.1,21.6
82336,ITACOATIARA,AM,92.8,116.2,108.5,97.0,111.9,107.8,136.2,126.4,155.3,116.7,118.6,99.5,108.8,84.9,73.9,66.0,55.9,37.5,36.6,32.0,31.0,22.1,28.8,22.9,27.1,21.3,24.1,35.5,34.8,44.0,35.6,50.7,45.2,56.5,84.9,99.3
82445,ITAITUBA,PA,76.1,80.8,97.9,115.5,113.2,84.9,108.6,115.9,121.1,95.0,100.0,77.6,80.6,69.5,59.8,39.5,34.2,25.3,20.4,25.0,22.4,14.5,14.7,24.4,24.8,17.3,30.6,32.9,34.9,45.0,42.3,54.5,51.3,40.8,61.9,76.1
83488,ITAMARANDIBA,MG,49.5,54.2,57.8,56.9,30.8,30.3,41.0,36.4,30.0,22.4,14.5,7.3,5.8,8.0,6.0,3.4,1.1,1.1,0.9,2.1,2.4,1.6,3.0,3.0,3.2,3.4,12.7,20.3,17.5,53.8,60.6,70.3,88.6,82.8,86.7,69.5
83695,ITAPERUNA,RJ,84.5,53.0,52.4,38.1,45.7,36.2,56.1,50.4,43.1,29.7,22.2,16.9,14.5,15.8,12.0,10.6,4.5,6.2,4.4,7.4,3.4,5.4,6.6,9.4,15.3,17.7,28.3,20.3,25.4,44.1,59.8,66.7,70.7,71.2,73.4,82.8
83521,ITUIUTABA,MG,98.2,75.5,111.6,84.2,68.1,57.8,58.9,67.8,69.4,42.4,32.5,10.3,9.9,11.1,14.9,7.0,5.7,6.4,0.1,2.6,6.7,3.3,3.7,4.0,12.9,13.9,22.5,38.2,24.3,52.6,46.8,59.6,61.0,61.9,88.9,86.3
83811,IVAI,PR,57.5,61.4,64.7,42.1,61.2,45.1,38.4,38.5,51.6,28.0,36.0,37.8,28.3,30.9,53.4,47.0,41.4,51.4,34.9,39.1,37.9,32.0,31.5,19.9,36.2,46.6,58.7,59.7,64.1,54.0,36.6,50.1,43.6,49.7,52.3,59.5
83186,JACOBINA,BA,28.1,47.3,35.3,36.5,27.5,21.2,32.9,31.8,45.6,31.2,34.0,20.0,17.2,14.3,14.5,13.7,12.8,14.9,12.5,13.2,11.7,11.8,12.6,11.9,7.9,7.5,6.3,8.7,7.0,9.4,15.2,33.4,35.6,21.7,33.4,23.0
82493,JAGUARUANA,CE,13.3,25.1,35.9,15.7,44.0,38.6,47.2,53.4,72.6,57.8,61.7,57.4,36.1,30.3,22.1,19.8,9.8,10.8,12.1,7.9,3.7,3.1,1.3,1.3,0.4,1.6,0.0,1.1,0.1,1.5,0.4,0.7,0.5,1.4,2.8,5.3
83395,JANAUBA,MG,42.1,63.5,43.4,27.4,29.0,17.6,34.4,33.7,24.7,18.0,7.8,9.3,1.6,2.5,2.0,0.4,0.8,0.2,0.0,0.1,0.2,0.0,0.0,2.5,0.6,0.8,4.3,11.8,11.0,23.3,60.2,34.9,82.4,55.0,58.8,56.9
83386,JANUARIA,MG,54.3,54.1,53.5,60.4,37.4,23.8,49.7,56.0,36.4,18.3,13.3,6.4,3.7,2.3,2.5,0.8,0.3,0.5,0.0,0.0,0.1,0.0,0.6,0.3,0.4,1.2,6.2,9.5,8.9,34.5,53.3,65.7,72.6,71.8,68.6,67.8
83464,JATAI,GO,77.4,68.6,80.7,84.4,80.2,71.6,94.7,91.8,81.9,53.8,39.9,16.8,11.6,17.3,18.4,9.7,4.4,4.5,2.3,1.0,4.2,2.2,2.2,5.9,14.3,13.3,31.5,36.3,39.5,60.8,63.4,63.8,72.1,91.3,75.7,97.4
83591,JOAO MONLEVADE,MG,88.5,75.4,69.1,56.1,49.2,27.5,86.4,56.0,54.4,41.2,14.8,18.3,7.5,9.9,10.9,5.6,3.3,2.9,0.2,2.5,2.6,4.7,2.3,6.0,6.9,12.2,23.2,23.9,28.6,48.9,78.8,87.7,93.1,NaN,NaN,NaN
82798,JOAO PESSOA,PB,20.8,24.1,41.5,22.2,53.3,30.7,39.3,55.6,76.6,52.0,95.1,88.6,86.2,91.8,109.7,115.2,137.0,116.5,94.1,96.5,91.0,49.6,48.0,39.0,37.3,28.1,8.7,8.7,10.8,11.4,6.3,7.4,7.4,7.1,11.0,18.5
83481,JOAO PINHEIRO,MG,NaN,NaN,NaN,71.6,49.8,44.4,77.3,74.6,60.8,35.5,17.3,11.3,7.8,14.6,5.4,3.3,0.8,0.3,0.0,1.5,1.2,0.8,0.4,6.0,3.6,4.8,17.3,29.8,18.1,37.3,69.9,82.1,80.5,88.2,104.4,93.6
83692,JUIZ DE FORA,MG,111.0,93.4,93.0,56.0,63.8,50.5,66.0,78.1,63.4,37.7,22.2,18.6,11.6,17.7,12.2,10.7,3.7,4.1,4.6,5.5,4.3,5.5,5.9,7.3,15.6,15.3,26.9,37.8,31.2,48.6,64.0,88.4,83.8,92.6,102.1,115.7
83452,JURAMENTO,MG,46.4,60.5,52.0,55.2,25.3,20.6,41.5,40.3,35.9,21.2,11.3,6.1,3.8,5.6,1.9,1.8,0.9,1.3,0.2,0.4,0.1,0.0,0.2,1.2,3.3,0.8,12.0,14.3,14.9,40.5,64.4,56.3,65.9,75.3,73.1,66.2
82723,LABREA,AM,99.0,94.6,106.2,103.3,101.0,89.9,103.5,99.7,113.2,86.0,75.3,77.7,54.5,41.9,42.8,21.5,11.4,8.7,11.5,7.2,9.6,7.4,21.2,21.6,32.0,25.8,43.5,43.0,62.5,69.8,59.4,73.0,78.3,78.0,96.4,91.6
83891,LAGES,SC,52.2,59.1,66.3,67.4,56.0,43.6,40.8,37.5,48.3,30.4,34.0,50.7,28.7,48.0,44.0,33.5,44.2,49.0,64.9,48.1,46.3,51.0,35.3,39.3,45.1,59.0,70.9,72.9,71.2,57.2,52.8,45.1,40.2,41.1,56.2,51.7
83687,LAVRAS,MG,99.5,87.6,104.4,76.1,64.8,49.5,58.1,58.6,44.6,26.9,14.4,12.7,8.1,19.2,15.3,11.8,3.5,4.5,2.5,4.1,2.9,4.5,2.5,8.1,15.6,14.3,25.2,32.6,30.6,37.9,55.9,71.8,64.7,80.3,88.7,90.8
83242,LENCOIS,BA,43.0,48.2,38.7,26.2,41.5,29.8,34.0,56.2,76.5,46.9,39.1,28.1,24.5,23.1,14.4,22.5,15.3,16.8,15.8,11.2,13.6,13.0,10.6,16.7,10.9,6.7,8.8,12.5,18.7,40.6,35.1,43.8,51.7,46.5,38.3,31.0
83766,LONDRINA,PR,75.1,82.7,76.5,66.4,88.9,44.7,40.4,43.9,43.1,30.2,30.1,31.1,31.3,36.2,45.6,36.5,34.3,24.7,27.5,21.2,20.5,21.1,20.5,15.1,26.3,26.9,48.3,47.9,51.4,58.9,47.6,61.4,46.1,53.7,67.5,73.4
82296,LUZILANDIA,PI,NaN,NaN,67.6,60.4,79.2,60.0,76.5,89.4,NaN,89.9,81.3,89.1,61.7,43.0,39.5,28.2,26.7,19.5,14.9,8.2,8.2,2.3,4.5,3.7,2.5,1.8,1.0,5.2,4.5,5.0,3.6,4.8,3.0,7.8,27.1,26.4
82098,MACAPA,AP,75.2,98.7,93.4,132.6,138.5,97.2,130.9,107.5,161.7,127.1,118.8,130.5,120.7,93.6,94.1,81.9,90.4,80.0,81.2,62.8,56.3,40.2,33.9,21.2,10.0,7.9,7.5,7.5,4.3,10.3,13.2,20.8,24.0,32.6,44.4,72.0
82994,MACEIO,AL,23.1,28.6,39.4,20.3,42.0,17.8,35.2,39.4,32.8,49.2,70.7,71.9,101.9,70.2,115.3,100.2,117.4,105.2,94.8,86.0,90.2,63.3,65.1,57.8,46.5,39.4,22.9,20.5,26.5,19.6,21.9,10.5,11.4,8.0,15.4,12.5
83683,MACHADO,MG,102.3,99.3,81.2,84.7,82.5,45.8,60.5,56.7,58.8,29.5,23.6,15.3,15.3,23.8,23.6,11.0,5.1,7.2,5.6,6.4,7.1,5.9,4.0,7.4,20.1,22.5,27.0,32.6,35.6,47.3,55.2,59.1,60.5,70.1,88.2,82.4
82331,MANAUS,AM,92.6,107.1,105.9,101.1,99.4,96.3,106.0,95.5,119.4,105.4,110.6,115.0,98.6,61.6,73.1,48.7,40.9,27.6,28.0,14.9,24.2,17.4,23.7,15.0,20.4,19.4,39.2,42.0,33.8,38.2,47.6,74.4,66.0,69.9,78.1,105.5
82533,MANICORE,AM,104.9,103.3,108.8,122.8,128.0,96.2,110.8,112.3,118.8,124.5,99.9,99.7,84.7,74.8,56.5,42.2,23.4,27.5,19.1,18.6,15.1,10.5,20.1,30.1,30.5,33.9,37.4,53.7,64.5,67.7,65.8,74.7,88.2,72.4,109.2,100.6
82562,MARABA,PA,86.0,87.4,100.0,106.8,116.2,72.7,95.7,116.7,128.4,94.3,72.9,66.3,50.1,42.3,32.6,10.9,6.7,6.5,7.6,4.7,2.9,2.1,2.7,4.8,10.2,9.0,21.9,23.2,15.8,39.5,47.5,53.1,53.0,39.7,64.5,88.0
83015,MARIA DA FE,MG,106.2,101.5,93.2,83.0,66.1,51.6,61.1,52.2,57.2,32.9,24.1,19.9,18.5,19.7,27.7,17.6,9.2,12.4,7.3,13.8,11.9,6.7,8.1,10.9,27.4,20.7,32.2,NaN,NaN,NaN,NaN,NaN,NaN,67.2,101.4,91.4
83767,MARINGA,PR,73.2,83.4,69.5,69.3,75.7,55.8,51.1,53.9,50.0,43.1,37.6,32.2,35.2,34.5,49.0,42.1,30.9,30.5,22.6,28.6,21.7,22.9,24.0,19.8,30.5,38.6,55.1,52.4,59.8,60.8,52.6,49.6,51.8,58.8,62.5,73.7
83214,MATUPA,MT,99.5,104.3,101.5,92.7,101.9,76.6,83.0,103.7,99.5,61.3,49.8,37.8,12.4,12.7,12.4,3.3,1.2,1.4,0.2,0.9,1.2,0.2,0.5,8.1,13.9,19.0,41.2,43.3,58.1,54.3,65.1,65.4,75.6,82.0,99.2,95.8
82181,MONTE ALEGRE,PA,37.9,64.1,59.4,61.9,89.9,73.4,86.6,96.2,120.9,123.9,97.8,112.7,95.8,83.4,77.3,46.8,58.6,47.4,38.6,36.7,26.9,14.1,19.7,9.0,7.2,10.1,5.0,10.2,10.3,8.1,18.5,23.5,17.8,28.4,30.0,42.3
83388,MONTE AZUL,MG,35.8,54.3,34.3,35.0,33.5,24.7,45.3,37.2,28.6,20.8,6.1,5.9,3.7,0.4,1.7,0.7,0.5,0.4,0.1,0.3,0.0,0.0,0.1,0.8,2.4,1.4,6.1,6.8,11.5,27.7,45.5,38.4,61.4,62.8,60.0,54.1
83090,MONTE SANTO,BA,14.0,18.8,25.6,11.9,22.6,19.6,16.8,21.8,14.9,18.4,13.5,18.5,14.4,16.0,20.3,15.7,19.4,19.5,17.7,17.9,16.7,12.6,11.5,9.6,6.9,5.7,6.6,4.3,6.8,8.2,12.4,19.5,16.9,27.3,18.5,14.5
82792,MONTEIRO,PB,24.0,17.8,29.0,19.8,37.1,22.0,27.6,39.9,60.0,31.0,29.0,29.2,40.7,30.5,26.1,14.2,18.6,12.0,16.1,6.8,12.9,5.4,3.4,4.1,4.5,2.3,0.1,1.0,5.7,8.7,4.3,3.3,9.6,8.7,9.8,17.5
83437,MONTES CLAROS,MG,52.8,70.8,56.2,55.9,28.2,20.4,52.9,49.0,35.1,21.9,14.8,4.9,2.5,6.3,2.8,0.5,0.6,1.0,0.1,0.4,0.1,0.1,0.2,1.3,2.9,0.8,14.3,14.3,16.2,42.8,79.4,54.2,72.2,77.1,76.7,69.4
82588,MORADA NOVA,CE,22.1,30.2,38.3,22.9,52.5,33.3,NaN,NaN,NaN,41.1,54.9,42.6,31.7,31.5,27.0,22.3,19.4,16.6,NaN,NaN,NaN,5.8,0.9,2.0,0.1,0.8,0.0,0.1,1.0,2.7,2.7,0.6,1.3,3.6,7.9,11.2
83184,MORRO DO CHAPEU,BA,27.5,25.9,28.7,26.9,27.8,15.9,22.8,27.0,30.9,22.3,19.6,15.6,9.4,9.2,9.6,13.2,10.1,11.5,10.9,8.7,10.3,9.0,8.7,7.2,6.6,6.0,5.4,4.3,10.6,18.9,25.4,32.8,34.9,27.1,25.7,18.7
83013,MUNIZ FREIRE,ES,61.3,59.7,64.4,59.1,45.6,36.7,71.4,57.1,57.0,51.2,33.6,28.5,19.9,18.0,18.9,8.3,8.1,6.5,7.3,7.1,4.9,4.2,9.4,9.6,12.4,18.9,22.4,18.3,24.3,61.7,61.5,77.1,70.0,82.2,88.8,95.5
82598,NATAL,RN,15.6,24.1,41.0,22.7,43.0,34.1,53.2,62.3,92.5,61.2,87.8,90.4,75.4,72.5,73.9,112.4,124.5,111.9,96.7,86.6,70.7,42.5,42.9,33.4,22.1,24.7,7.2,6.1,6.7,7.9,5.9,8.2,8.4,5.3,9.9,13.8
83513,NHECOLANDIA,MS,50.1,57.8,63.6,61.1,50.7,33.1,58.7,38.2,40.7,28.5,31.3,17.3,19.2,16.1,27.7,9.6,7.3,5.0,6.3,1.9,5.5,3.4,5.2,11.6,12.8,8.1,24.2,27.3,24.0,39.2,42.0,49.2,52.4,55.8,53.7,44.9
83319,NOVA XAVANTINA,MT,96.3,93.5,89.1,84.2,81.5,53.2,69.6,75.6,68.7,34.7,28.2,13.2,3.8,4.2,3.2,5.1,1.9,0.8,0.8,0.1,2.0,0.0,0.7,1.8,7.6,11.0,17.2,35.1,29.3,60.7,69.1,70.7,65.6,89.7,93.1,88.8
82178,OBIDOS,PA,74.7,89.8,95.7,97.0,97.4,94.5,112.1,106.5,127.3,120.7,90.3,94.6,93.7,58.0,56.8,37.1,28.4,26.3,20.5,25.3,16.8,6.6,10.9,16.2,11.6,9.2,18.4,13.5,16.7,14.5,29.3,37.4,38.6,31.9,44.5,64.8
82753,OURICURI,PE,33.5,33.6,28.1,33.6,43.4,26.5,29.9,42.3,63.4,32.5,34.9,15.9,18.1,8.9,14.4,3.6,2.6,2.4,3.8,5.3,2.6,1.8,1.0,1.1,0.3,0.4,1.9,0.5,5.7,7.9,5.6,9.3,16.6,22.1,21.7,31.1
83364,SANTO ANTONIO DE LEVERGER,MT,78.8,68.6,83.3,75.3,74.5,59.0,57.7,59.0,81.4,49.0,35.5,16.1,10.5,11.1,17.8,9.0,3.7,6.2,3.5,3.3,4.1,2.9,1.7,9.3,10.1,8.7,27.1,21.7,32.4,48.5,49.8,63.7,50.9,66.3,70.3,70.7
83033,PALMAS,TO,94.3,86.8,117.5,96.3,93.7,65.1,86.3,78.0,99.7,68.1,67.5,44.3,32.9,13.8,13.8,2.9,0.4,3.1,0.1,0.8,0.0,0.0,0.6,0.6,7.1,9.8,29.0,34.5,39.2,70.2,66.9,79.3,76.5,78.3,94.7,91.5
82992,PALMEIRA DOS INDIOS,AL,5.7,13.3,24.3,11.3,19.0,15.3,10.0,19.8,26.7,25.6,26.3,33.9,42.6,42.9,52.5,51.7,54.2,42.9,41.7,46.0,43.7,32.3,34.8,21.6,21.1,13.9,6.7,13.9,9.9,5.5,7.7,3.8,4.2,4.8,11.3,6.5
83479,PARACATU,MG,94.3,80.9,82.8,86.8,66.9,50.7,75.3,77.0,57.7,44.6,18.6,10.6,5.3,11.3,7.4,3.7,1.3,0.6,0.1,0.1,0.8,0.3,3.1,5.4,5.3,6.1,16.9,25.3,22.2,32.8,63.2,71.4,77.6,95.3,109.7,106.9
83844,PARANAGUA,PR,103.1,114.7,123.7,108.3,128.3,87.7,105.2,90.1,78.5,52.0,44.9,59.1,40.6,39.6,35.1,35.7,34.3,39.9,39.5,37.2,32.1,32.5,19.7,23.3,39.8,47.8,72.1,60.6,56.6,57.4,49.4,73.4,62.7,65.8,70.1,100.7
83565,PARANAIBA,MS,87.5,93.7,104.9,60.6,74.4,65.7,66.3,59.1,55.9,29.5,21.9,14.3,9.1,17.0,22.9,10.6,5.4,9.0,2.1,3.6,8.8,4.7,2.7,9.5,19.7,15.1,25.4,17.5,36.1,41.4,48.1,44.2,48.5,73.0,72.6,72.6
82287,PARNAIBA,PI,27.3,45.4,50.4,41.7,65.8,65.7,52.8,63.3,90.7,72.3,70.2,74.2,62.3,44.8,37.3,19.3,19.2,12.6,21.8,13.6,7.2,1.8,1.3,1.3,0.7,0.1,0.0,0.4,0.2,1.9,1.0,1.6,0.4,0.3,6.6,20.9
83737,PASSA QUATRO,MG,NaN,NaN,NaN,84.1,60.5,46.0,59.1,60.4,50.5,27.7,21.7,16.0,12.3,20.7,20.9,17.3,7.9,9.5,5.9,10.8,7.8,6.0,6.4,7.1,21.6,21.2,30.8,49.3,43.7,43.0,46.6,70.3,59.6,72.7,91.2,94.1
83914,PASSO FUNDO,RS,56.5,58.1,59.0,43.6,58.4,45.0,47.2,45.3,44.8,41.2,38.6,60.4,30.3,55.2,68.0,47.8,59.9,50.4,65.4,51.7,46.8,47.0,40.7,43.1,43.9,59.3,62.3,81.6,86.2,71.6,62.0,50.6,47.5,45.7,52.7,63.7
82791,PATOS,PB,33.3,32.7,43.8,37.0,62.5,36.7,37.8,71.5,78.9,38.6,41.4,38.1,29.4,22.0,18.8,NaN,NaN,NaN,NaN,NaN,NaN,3.4,0.6,1.4,0.7,0.0,0.3,0.5,1.3,4.7,1.2,2.7,5.2,12.8,7.6,18.1
83531,PATOS DE MINAS,MG,101.2,73.8,94.8,73.8,60.3,43.1,75.7,71.8,59.4,31.9,22.8,13.4,11.0,10.9,11.3,8.1,1.1,2.6,0.1,1.0,2.5,1.3,1.2,4.6,11.2,6.4,25.1,30.8,19.3,43.7,64.0,75.9,67.7,97.0,102.1,106.8
82882,PAULISTANA,PI,34.8,44.6,43.1,41.9,45.9,24.4,34.3,57.7,56.0,24.3,13.7,10.9,8.1,6.1,5.8,NaN,NaN,NaN,0.3,0.5,0.1,0.1,0.1,0.1,0.0,0.2,1.5,1.2,5.5,10.7,8.9,18.2,28.4,18.7,21.5,22.5
82986,PAULO AFONSO,BA,10.1,15.3,28.2,16.9,16.8,11.2,12.5,28.1,25.5,18.9,16.8,19.8,24.0,17.9,14.7,17.8,21.9,12.1,14.3,NaN,16.8,13.9,9.9,NaN,NaN,6.2,2.1,2.4,6.1,5.9,NaN,NaN,NaN,4.3,11.8,15.2
83393,PEDRA AZUL,MG,37.2,39.6,39.3,23.5,22.0,20.2,42.9,47.4,36.7,25.5,16.1,10.9,10.1,11.6,7.4,4.7,4.2,4.8,4.0,4.6,5.2,3.0,4.1,3.5,3.3,3.4,6.4,11.5,12.0,28.3,59.1,51.1,70.0,76.2,51.9,43.5
82863,PEDRO AFONSO,TO,81.3,104.7,96.2,77.8,89.9,66.2,94.0,89.0,95.9,75.1,65.5,46.0,30.6,18.2,18.7,3.4,0.6,0.8,0.0,3.1,0.2,0.1,0.4,1.8,5.2,9.9,27.4,31.9,41.1,51.3,57.3,70.7,87.6,63.1,82.5,80.9
83228,PEIXE,TO,83.4,80.3,106.5,73.1,78.7,59.3,72.6,70.0,73.2,41.2,57.7,26.3,11.1,5.1,6.7,1.8,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.1,7.1,3.4,21.8,21.1,22.4,49.5,51.8,63.8,74.4,77.8,78.5,96.1
